	AcnR	AgaR	AmtR	AraR	ArgR	BioQ	BirA	CadR-PbrR	CblR	CcpA	CsoR	CueR	CzrA	DasR	ExuR_UxuR	FabR	FadP	FadR	FixJ	FnrN_FixK	FruR	FUR	GguR	GlcC	GntR	GulR	HcpR	HexR	HisR	HrcA	HutC	HypR	Irr	IscR	KdgR	LexA	LiuQ	LiuR	LldR	LtbR	MerR	MetJ	MetR	MntR	ModE	NadQ	NagC	NagQ	NagR	NarP	NiaR	NifA	NikR	NmlR	NnrR	NorR	NrdR	NrtR	NsrR	NtrC	PaaR	PdhR	PdxR	PhnF	PhnR	Phr	PhrR	PhsR	PrpR	PsrA	PurR	QorR	RbkR	RbsR	Rex	RutR	SahR_SamR	SdaR	SiaR	SoxR	ThiR	TrpR	TtrR	TyrR	VanR	XylR	ZntR	Zur
CsoR	0.04799548277809147	-0.48616600790513836	-0.4556747600225861	-0.09994353472614342	-0.295313382269904	0.07622811970638058	-0.4816487859966121	0.7413890457368718	-0.2365894974590627	0.017504234895539244	1.0	0.35290796160361376	-0.3404856013551666	0.3890457368718238	0.21513269339356295	0.549407114624506	0.11349520045172219	0.391304347826087	0.30999435347261434	0.30095990965556185	0.13382269904009034	-0.40033879164313946	-0.0378317334839074	0.28063241106719367	0.4105025409373235	-0.3404856013551666	0.1756070016939582	0.07848673066064371	-0.11236589497459062	0.39695087521174477	0.21513269339356295	0.5076228119706381	-0.39469226425748166	-0.3269339356295878	-0.39920948616600793	-0.3845285149632976	0.07735742518351214	0.18125352907961603	-0.045736871823828344	0.14963297571993225	0.24449463579898362	0.24336533032185206	-0.5223037831733484	-0.40372670807453415	-0.053642010163749296	-0.25917560700169395	-0.4872953133822699	0.42857142857142855	0.18125352907961603	0.11914172783738002	-0.19706380575945792	0.10107284020327499	-0.24336533032185206	-0.00282326369282891	0.18125352907961603	0.39920948616600793	0.00282326369282891	-0.35290796160361376	-0.36307171089779783	0.3246753246753247	-0.11349520045172219	0.1756070016939582	0.365330321852061	0.08865047995482778	0.5719932241671372	-0.3675889328063241	-0.20609824957651043	0.39469226425748166	0.28402032749858835	-0.10784867306606437	0.22416713721061546	0.30321852060982496	-0.26595143986448333	0.09655561829474874	-0.5031055900621118	-0.04121964991530209	-0.3619424054206663	0.2727272727272727	-0.3675889328063241	0.07509881422924901	-0.31225296442687744	0.37210615471485037	0.15753811405985318	0.11123658949745906	0.21739130434782608	-0.3845285149632976	0.5708639186900056	-0.26030491247882553
CueR	0.8396386222473179	-0.7470355731225297	0.025409373235460192	-0.859966120835686	-0.8814229249011858	0.8147939017504235	-0.8644833427442123	0.5810276679841897	0.043478260869565216	-0.3427442123094297	0.35290796160361376	1.0	-0.8915866741953699	0.7933370976849238	0.06041784302653868	0.06832298136645963	0.7651044607566346	0.6691134952004517	0.5821569734613213	0.6420101637492942	0.6408808582721626	-0.9491812535290797	0.07961603613777526	0.6725014116318464	0.7210615471485037	-0.8520609824957651	0.7255787690570299	-0.5381140598531903	-0.6386222473178995	0.6837944664031621	-0.5110107284020328	-0.20271033314511575	-0.8226990400903444	-0.7029926595143986	-0.8226990400903444	0.5053642010163749	0.49294184076792774	0.7763975155279503	-0.18351214003387917	0.269339356295878	0.8328627893845285	-0.057029926595143984	-0.9277244494635799	-0.849802371541502	-0.7831733483907397	-0.9232072275550537	-0.8588368153585545	-0.018633540372670808	-0.5403726708074534	-0.42405420666290233	-0.5200451722190853	0.7007340485601355	-0.00282326369282891	0.5832862789384529	0.8294748729531338	-0.22190852625635235	-0.49632975719932243	-0.8802936194240542	-0.9322416713721061	0.8610954263128177	0.577639751552795	-0.07961603613777526	0.7504234895539243	-0.49632975719932243	0.3551665725578769	-0.8610954263128177	-0.8294748729531338	0.026538678712591756	0.08752117447769622	-0.14059853190287974	0.6273291925465838	0.37662337662337664	-0.8475437605872389	0.769621682665161	-0.6860530773574252	0.541501976284585	-0.9186900056465274	0.3642010163749294	-0.769621682665161	0.4398644833427442	-0.8509316770186336	-0.35968379446640314	0.3269339356295878	-0.40372670807453415	-0.10220214568040654	-0.7549407114624506	0.25578769057029926	-0.922077922077922
CzrA	-0.7549407114624506	0.6973461321287409	0.032185206098249576	0.867871259175607	0.9006211180124224	-0.8870694522868436	0.8690005646527386	-0.6273291925465838	-0.06493506493506493	0.26030491247882553	-0.3404856013551666	-0.8915866741953699	1.0	-0.7673630717108978	-0.13721061547148503	0.010728402032749858	-0.7154150197628458	-0.5787690570299266	-0.5460191981931113	-0.5584415584415584	-0.6092603049124788	0.9107848673066065	0.034443817052512704	-0.5143986448334275	-0.7583286278938453	0.8294748729531338	-0.8486730660643704	0.37323546019198195	0.4997176736307171	-0.665725578769057	0.6374929418407679	0.1767363071710898	0.7086391869000565	0.5765104460756635	0.8001129305477132	-0.49407114624505927	-0.5798983625070582	-0.831733483907397	0.2523997741389046	-0.1756070016939582	-0.779785431959345	-0.045736871823828344	0.893845285149633	0.8452851496329757	0.8023715415019763	0.8881987577639752	0.79785431959345	-0.16544325239977414	0.5652173913043478	0.2670807453416149	0.46357989836250707	-0.5731225296442688	0.30886504799548276	-0.44551101072840205	-0.8475437605872389	0.1225296442687747	0.5979672501411631	0.8701298701298701	0.9367588932806324	-0.9107848673066065	-0.7120271033314511	0.15189158667419536	-0.6510446075663467	0.6465273856578204	-0.42857142857142855	0.8351214003387917	0.771880293619424	-0.21287408243929984	-0.1259175607001694	-0.054771315640880856	-0.6578204404291361	-0.5076228119706381	0.919819311123659	-0.7549407114624506	0.6329757199322417	-0.43195934500282324	0.9277244494635799	-0.4364765669113495	0.6905702992659515	-0.5990965556182948	0.8430265386787126	0.1880293619424054	-0.1767363071710898	0.409373235460192	0.05815923207227555	0.7673630717108978	-0.251270468661773	0.8656126482213439
DasR	0.6431394692264257	-0.7188029361942405	-0.06154714850367024	-0.7605872388481084	-0.7651044607566346	0.7583286278938453	-0.7989836250705816	0.46357989836250707	0.0502540937323546	-0.2388481084133258	0.3890457368718238	0.7933370976849238	-0.7673630717108978	1.0	0.18238283455674761	-0.007340485601355167	0.5460191981931113	0.6070016939582157	0.35177865612648224	0.6713721061547149	0.5381140598531903	-0.8283455674760023	-0.0220214568040655	0.49632975719932243	0.6194240542066629	-0.5607001693958216	0.7707509881422925	-0.3585544889892716	-0.49407114624505927	0.5708639186900056	-0.383399209486166	-0.05251270468661773	-0.7165443252399775	-0.48955392433653305	-0.859966120835686	0.2422360248447205	0.6194240542066629	0.577639751552795	-0.2987012987012987	0.14624505928853754	0.7244494635798984	-0.09768492377188029	-0.8260869565217391	-0.7899491812535291	-0.551665725578769	-0.8136645962732919	-0.8554488989271598	0.1293054771315641	-0.4556747600225861	-0.1981931112365895	-0.14737436476566912	0.4116318464144551	-0.2388481084133258	0.21964991530208922	0.5787690570299266	-0.0220214568040655	-0.3156408808582722	-0.7888198757763976	-0.8441558441558441	0.7662337662337663	0.5031055900621118	0.09316770186335403	0.7447769621682665	-0.28289102202145683	0.5923207227555054	-0.7786561264822134	-0.5810276679841897	0.14059853190287974	0.37549407114624506	0.044607566346696784	0.44551101072840205	0.3145115753811406	-0.7221908526256352	0.4522868435911914	-0.7843026538678712	0.5448898927159797	-0.8520609824957651	0.25804630152456237	-0.7560700169395822	0.5064935064935064	-0.805759457933371	-0.18690005646527386	0.25014116318464147	-0.2930547713156409	0.15979672501411632	-0.5403726708074534	0.44776962168266515	-0.7549407114624506
ExuR_UxuR	-0.18464144551101072	-0.19480519480519481	0.11349520045172219	0.043478260869565216	-0.07058159232072275	0.10333145115753811	-0.23207227555053642	0.2015810276679842	0.10784867306606437	0.21174477696216826	0.21513269339356295	0.06041784302653868	-0.13721061547148503	0.18238283455674761	1.0	0.13608130999435347	-0.13156408808582723	0.4116318464144551	0.0818746470920384	0.13608130999435347	-0.15302089215132694	-0.057029926595143984	0.012987012987012988	0.0016939582156973462	0.17447769621682666	-0.00282326369282891	0.3190287972896669	0.16431394692264256	0.10220214568040654	0.11688311688311688	0.24110671936758893	0.549407114624506	-0.1383399209486166	0.032185206098249576	-0.1541501976284585	-0.46922642574816487	0.3551665725578769	-0.032185206098249576	0.011857707509881422	0.0942970073404856	-0.009599096555618294	0.13495200451722192	-0.16431394692264256	-0.13156408808582723	0.20722755505364202	-0.08752117447769622	-0.163184641445511	0.3438735177865613	-0.04121964991530209	0.1981931112365895	0.3619424054206663	-0.3382269904009034	-0.2896668548842462	-0.5064935064935064	-0.1507622811970638	0.32128740824393	0.13946922642574816	-0.06267645398080181	-0.10559006211180125	0.11123658949745906	-0.08639186900056466	0.10107284020327499	0.3585544889892716	0.1756070016939582	0.2354601919819311	-0.1507622811970638	0.11801242236024845	0.14963297571993225	0.5731225296442688	0.015245623941276116	-0.09768492377188029	0.011857707509881422	-0.05815923207227555	-0.23207227555053642	-0.30660643704121965	-0.029926595143986448	-0.08865047995482778	0.05815923207227555	-0.06945228684359118	0.2964426877470356	-0.11462450592885376	0.49520045172219085	-0.40033879164313946	0.14850367024280067	0.1507622811970638	-0.015245623941276116	0.034443817052512704	-0.009599096555618294
FabR	-0.10446075663466968	-0.3246753246753247	-0.3619424054206663	0.05815923207227555	0.005081874647092038	-0.07058159232072275	-0.12140033879164314	0.43873517786561267	-0.5471485036702428	0.2230378317334839	0.549407114624506	0.06832298136645963	0.010728402032749858	-0.007340485601355167	0.13608130999435347	1.0	-0.055900621118012424	-0.031055900621118012	0.16431394692264256	-0.0660643704121965	-0.11236589497459062	-0.163184641445511	-0.031055900621118012	0.22190852625635235	0.2682100508187465	-0.21287408243929984	-0.009599096555618294	0.15866741953698477	0.24110671936758893	0.14850367024280067	0.1665725578769057	0.33258046301524563	-0.2761151891586674	-0.18012422360248448	-0.04121964991530209	-0.19706380575945792	-0.16883116883116883	0.034443817052512704	0.026538678712591756	-0.16092603049124787	0.08752117447769622	0.09203839638622248	-0.22529644268774704	-0.11462450592885376	0.020892151326933936	-0.08074534161490683	-0.189158667419537	0.4082439299830604	0.09316770186335403	0.2761151891586674	-0.033314511575381144	0.00846979107848673	-0.029926595143986448	-0.054771315640880856	0.019762845849802372	0.054771315640880856	0.30660643704121965	-0.044607566346696784	-0.11349520045172219	0.0942970073404856	-0.30999435347261434	-0.05928853754940711	-0.06832298136645963	0.3935629587803501	0.16770186335403728	-0.13495200451722192	0.020892151326933936	0.5076228119706381	0.189158667419537	0.08977978543195934	0.2738565782044043	0.17334839073969507	0.07284020327498589	-0.04799548277809147	-0.1767363071710898	-0.18012422360248448	-0.12027103331451157	0.010728402032749858	-0.28402032749858835	0.09203839638622248	-0.0378317334839074	0.4624505928853755	-0.020892151326933936	0.20271033314511575	-0.16770186335403728	-0.19367588932806323	0.1789949181253529	-0.024280067758328628
FadP	0.8509316770186336	-0.44212309429700736	0.22190852625635235	-0.8667419536984754	-0.8802936194240542	0.6860530773574252	-0.8159232072275551	0.2941840767927724	0.1767363071710898	-0.6533032185206098	0.11349520045172219	0.7651044607566346	-0.7154150197628458	0.5460191981931113	-0.13156408808582723	-0.055900621118012424	1.0	0.49294184076792774	0.4568040654997177	0.5189158667419537	0.7955957086391869	-0.8102766798418972	0.3190287972896669	0.7684923771880293	0.5426312817617166	-0.6871823828345568	0.5990965556182948	-0.7967250141163185	-0.7413890457368718	0.41727837380011296	-0.6002258610954263	-0.37549407114624506	-0.5957086391869001	-0.7628458498023716	-0.7470355731225297	0.6374929418407679	0.22981366459627328	0.8802936194240542	-0.3551665725578769	0.515527950310559	0.8023715415019763	-0.003952569169960474	-0.6713721061547149	-0.8351214003387917	-0.8543195934500283	-0.7955957086391869	-0.7786561264822134	-0.3404856013551666	-0.5911914172783738	-0.6081309994353472	-0.6600790513833992	0.7809147374364765	-0.05815923207227555	0.7831733483907397	0.9232072275550537	-0.49858836815358554	-0.6578204404291361	-0.8520609824957651	-0.7888198757763976	0.7492941840767928	0.7594579333709769	-0.3145115753811406	0.4579333709768492	-0.46357989836250707	0.00846979107848673	-0.8475437605872389	-0.9028797289666854	-0.27498588368153587	-0.14398644833427443	-0.31225296442687744	0.4025974025974026	0.22077922077922077	-0.7899491812535291	0.8554488989271598	-0.5098814229249012	0.6442687747035574	-0.7865612648221344	0.1880293619424054	-0.5821569734613213	0.3608130999435347	-0.7899491812535291	-0.5211744776962168	0.011857707509881422	-0.5381140598531903	-0.18464144551101072	-0.7899491812535291	-0.005081874647092038	-0.8972332015810277
FadR	0.37323546019198195	-0.3551665725578769	0.07622811970638058	-0.5369847543760587	-0.6013551665725578	0.409373235460192	-0.6826651609260305	0.38226990400903443	0.2106154714850367	-0.06945228684359118	0.391304347826087	0.6691134952004517	-0.5787690570299266	0.6070016939582157	0.4116318464144551	-0.031055900621118012	0.49294184076792774	1.0	0.3551665725578769	0.6228119706380576	0.2727272727272727	-0.5753811405985318	0.0660643704121965	0.5121400338791643	0.3416149068322981	-0.30773574251835123	0.5064935064935064	-0.47600225861095424	-0.5618294748729531	0.3642010163749294	-0.08977978543195934	0.0016939582156973462	-0.5527950310559007	-0.4342179559570864	-0.6792772444946358	0.0378317334839074	0.4906832298136646	0.49745906267645396	-0.2264257481648786	0.4816487859966121	0.5347261434217956	0.11462450592885376	-0.5889328063241107	-0.585544889892716	-0.3845285149632976	-0.5381140598531903	-0.6815358554488989	-0.018633540372670808	-0.2919254658385093	-0.29757199322416716	-0.21852060982495766	0.20271033314511575	-0.06832298136645963	0.189158667419537	0.44438170525127046	0.06832298136645963	-0.30999435347261434	-0.6386222473178995	-0.5663466967814794	0.48955392433653305	0.3359683794466403	0.21852060982495766	0.735742518351214	-0.3020892151326934	0.28514963297571994	-0.6612083568605308	-0.5189158667419537	-0.14737436476566912	0.24675324675324675	-0.19706380575945792	0.1981931112365895	-0.042348955392433656	-0.5143986448334275	0.4138904573687182	-0.6612083568605308	0.6070016939582157	-0.5392433653303218	0.28176171654432525	-0.37888198757763975	0.4082439299830604	-0.5945793337097685	-0.06154714850367024	0.15527950310559005	-0.025409373235460192	0.14963297571993225	-0.4138904573687182	0.24110671936758893	-0.5731225296442688
FixJ	0.4748729531338227	-0.47600225861095424	0.25352907961603616	-0.5426312817617166	-0.6058723884810842	0.41953698475437606	-0.5347261434217956	0.26030491247882553	-0.21852060982495766	-0.2490118577075099	0.30999435347261434	0.5821569734613213	-0.5460191981931113	0.35177865612648224	0.0818746470920384	0.16431394692264256	0.4568040654997177	0.3551665725578769	1.0	0.6092603049124788	0.47261434217955955	-0.5878035008469791	0.3585544889892716	0.4997176736307171	0.4500282326369283	-0.567476002258611	0.435347261434218	-0.3743647656691135	-0.4116318464144551	0.42518351214003386	-0.2715979672501412	-0.08300395256916997	-0.6939582156973462	-0.5731225296442688	-0.5268210050818747	0.28402032749858835	0.24449463579898362	0.5866741953698476	-0.42631281761716544	0.1981931112365895	0.5561829474872954	0.04912478825522304	-0.6002258610954263	-0.6013551665725578	-0.5697346132128741	-0.5719932241671372	-0.49632975719932243	-0.04009034443817053	-0.23771880293619424	-0.6081309994353472	-0.55957086391869	0.567476002258611	0.11349520045172219	0.5268210050818747	0.5629587803500847	-0.043478260869565216	-0.541501976284585	-0.6013551665725578	-0.5403726708074534	0.5742518351214003	0.4568040654997177	-0.0942970073404856	0.39920948616600793	-0.20835686053077357	0.028797289666854884	-0.6002258610954263	-0.6386222473178995	0.0818746470920384	0.1507622811970638	-0.3178994918125353	0.41953698475437606	0.2140033879164314	-0.5607001693958216	0.5787690570299266	-0.5607001693958216	0.20835686053077357	-0.5121400338791643	0.006211180124223602	-0.49407114624505927	0.11688311688311688	-0.6137775268210051	-0.04912478825522304	0.10107284020327499	-0.2885375494071146	-0.30434782608695654	-0.4850367024280068	0.09994353472614342	-0.5787690570299266
FnrN_FixK	0.4782608695652174	-0.5053642010163749	0.055900621118012424	-0.6442687747035574	-0.7323546019198193	0.4782608695652174	-0.7188029361942405	0.15866741953698477	0.14624505928853754	-0.30999435347261434	0.30095990965556185	0.6420101637492942	-0.5584415584415584	0.6713721061547149	0.13608130999435347	-0.0660643704121965	0.5189158667419537	0.6228119706380576	0.6092603049124788	1.0	0.5708639186900056	-0.6600790513833992	0.3201581027667984	0.4748729531338227	0.35403726708074534	-0.4105025409373235	0.5064935064935064	-0.5076228119706381	-0.5911914172783738	0.5878035008469791	-0.3156408808582722	-0.21287408243929984	-0.6408808582721626	-0.7199322416713722	-0.8385093167701864	0.10559006211180125	0.48955392433653305	0.5527950310559007	-0.44776962168266515	0.48955392433653305	0.6228119706380576	0.10107284020327499	-0.6521739130434783	-0.7233201581027668	-0.40146809712027104	-0.6160361377752682	-0.7391304347826086	-0.08413325804630152	-0.2354601919819311	-0.6070016939582157	-0.3687182382834557	0.4116318464144551	-0.11575381140598531	0.37549407114624506	0.5719932241671372	-0.054771315640880856	-0.5042348955392434	-0.7662337662337663	-0.6013551665725578	0.6013551665725578	0.49858836815358554	0.26595143986448333	0.6341050254093732	-0.17334839073969507	0.21287408243929984	-0.7447769621682665	-0.6318464144551101	-0.07396950875211744	0.35403726708074534	-0.30999435347261434	0.2715979672501412	0.12704686617730096	-0.5358554488989271	0.5189158667419537	-0.823828345567476	0.5708639186900056	-0.5878035008469791	0.17108977978543197	-0.5584415584415584	0.233201581027668	-0.7854319593450029	-0.2015810276679842	0.15979672501411632	-0.30660643704121965	0.15866741953698477	-0.5166572557876906	0.2230378317334839	-0.6815358554488989
FruR	0.7639751552795031	-0.3585544889892716	0.19706380575945792	-0.7346132128740824	-0.7526821005081875	0.6725014116318464	-0.7154150197628458	0.26143421795595706	0.269339356295878	-0.5686053077357425	0.13382269904009034	0.6408808582721626	-0.6092603049124788	0.5381140598531903	-0.15302089215132694	-0.11236589497459062	0.7955957086391869	0.2727272727272727	0.47261434217955955	0.5708639186900056	1.0	-0.7334839073969509	0.2546583850931677	0.5200451722190853	0.3382269904009034	-0.6544325239977414	0.6329757199322417	-0.6160361377752682	-0.6804065499717674	0.49745906267645396	-0.40711462450592883	-0.2230378317334839	-0.5200451722190853	-0.7899491812535291	-0.7052512704686618	0.5053642010163749	0.2354601919819311	0.7425183512140033	-0.44551101072840205	0.3879164313946923	0.7346132128740824	-0.25804630152456237	-0.6024844720496895	-0.7967250141163185	-0.6849237718802936	-0.7267080745341615	-0.6668548842461886	-0.42970073404856013	-0.37775268210050816	-0.6284584980237155	-0.47374364765669114	0.5878035008469791	0.07961603613777526	0.5866741953698476	0.7210615471485037	-0.5934500282326369	-0.6962168266516092	-0.7470355731225297	-0.7323546019198193	0.6352343308865048	0.6837944664031621	-0.2738565782044043	0.33145115753811405	-0.20835686053077357	0.05815923207227555	-0.7210615471485037	-0.8215697346132129	-0.30434782608695654	-0.10897797854319594	-0.21626199887069453	0.42631281761716544	0.3269339356295878	-0.6612083568605308	0.5968379446640316	-0.46922642574816487	0.3642010163749294	-0.7300959909655562	0.006211180124223602	-0.6194240542066629	0.25691699604743085	-0.79785431959345	-0.4409937888198758	-0.03557312252964427	-0.5821569734613213	-0.19706380575945792	-0.6205533596837944	-0.029926595143986448	-0.7063805759457933
FUR	-0.8396386222473179	0.7786561264822134	0.045736871823828344	0.8915866741953699	0.9311123658949746	-0.8351214003387917	0.9164313946922643	-0.5742518351214003	-0.010728402032749858	0.40146809712027104	-0.40033879164313946	-0.9491812535290797	0.9107848673066065	-0.8283455674760023	-0.057029926595143984	-0.163184641445511	-0.8102766798418972	-0.5753811405985318	-0.5878035008469791	-0.6600790513833992	-0.7334839073969509	1.0	-0.07735742518351214	-0.6950875211744777	-0.769621682665161	0.8769057029926595	-0.79785431959345	0.5223037831733484	0.585544889892716	-0.6984754376058724	0.5448898927159797	0.19593450028232637	0.8351214003387917	0.7775268210050819	0.8870694522868436	-0.48842461885940147	-0.4872953133822699	-0.8204404291360813	0.26256352343308864	-0.23771880293619424	-0.883681535855449	0.031055900621118012	0.9536984754376059	0.9333709768492378	0.8170525127046866	0.9491812535290797	0.9141727837380011	-0.02766798418972332	0.5437605872388481	0.3879164313946923	0.49407114624505927	-0.6973461321287409	0.11688311688311688	-0.567476002258611	-0.8746470920383964	0.24336533032185206	0.5313382269904009	0.9288537549407114	0.9751552795031055	-0.922077922077922	-0.6442687747035574	0.10220214568040654	-0.6645962732919255	0.40146809712027104	-0.37210615471485037	0.9232072275550537	0.83399209486166	-0.11688311688311688	-0.1259175607001694	0.07735742518351214	-0.6600790513833992	-0.4601919819311124	0.8893280632411067	-0.743647656691135	0.7255787690570299	-0.5223037831733484	0.9728966685488425	-0.3450028232636928	0.8475437605872389	-0.5076228119706381	0.9130434782608695	0.28063241106719367	-0.20722755505364202	0.4997176736307171	0.11123658949745906	0.8068887634105025	-0.26143421795595706	0.9401468097120271
GguR	0.25691699604743085	0.04009034443817053	0.3190287972896669	-0.22755505364201017	-0.21964991530208922	-0.009599096555618294	-0.20271033314511575	-0.15302089215132694	0.22868435911914173	-0.49294184076792774	-0.0378317334839074	0.07961603613777526	0.034443817052512704	-0.0220214568040655	0.012987012987012988	-0.031055900621118012	0.3190287972896669	0.0660643704121965	0.3585544889892716	0.3201581027667984	0.2546583850931677	-0.07735742518351214	1.0	0.17447769621682666	-0.21852060982495766	-0.03896103896103896	-0.006211180124223602	-0.32128740824393	-0.33145115753811405	-0.15527950310559005	-0.05815923207227555	-0.04009034443817053	-0.19480519480519481	-0.37549407114624506	-0.19367588932806323	0.1417278373800113	-0.24449463579898362	0.2795031055900621	-0.45454545454545453	0.35742518351214003	0.11349520045172219	-0.20948616600790515	-0.043478260869565216	-0.25578769057029926	-0.07509881422924901	-0.13608130999435347	-0.20609824957651043	-0.32806324110671936	-0.25014116318464147	-0.5381140598531903	-0.21852060982495766	0.35629587803500845	0.04686617730095991	0.3145115753811406	0.21852060982495766	-0.22868435911914173	-0.4409937888198758	-0.2738565782044043	-0.06154714850367024	0.009599096555618294	0.28740824392998304	-0.06945228684359118	-0.06719367588932806	-0.024280067758328628	-0.12478825522303783	-0.23207227555053642	-0.26030491247882553	-0.5437605872388481	0.35403726708074534	-0.603613777526821	-0.21287408243929984	0.0220214568040655	-0.042348955392433656	0.29079616036137773	-0.15979672501411632	0.1857707509881423	-0.08865047995482778	-0.37210615471485037	0.033314511575381144	-0.541501976284585	-0.269339356295878	-0.20045172219085264	0.03670242800677583	-0.04912478825522304	-0.28289102202145683	-0.15640880858272163	-0.30999435347261434	-0.2422360248447205
GlcC	0.5573122529644269	-0.5313382269904009	0.13156408808582723	-0.6770186335403726	-0.6758893280632411	0.49294184076792774	-0.6442687747035574	0.20045172219085264	-0.13608130999435347	-0.5618294748729531	0.28063241106719367	0.6725014116318464	-0.5143986448334275	0.49632975719932243	0.0016939582156973462	0.22190852625635235	0.7684923771880293	0.5121400338791643	0.4997176736307171	0.4748729531338227	0.5200451722190853	-0.6950875211744777	0.17447769621682666	1.0	0.5742518351214003	-0.49745906267645396	0.36645962732919257	-0.6962168266516092	-0.5279503105590062	0.4308300395256917	-0.36307171089779783	-0.22190852625635235	-0.6871823828345568	-0.6510446075663467	-0.5934500282326369	0.2930547713156409	0.19254658385093168	0.5618294748729531	-0.11914172783738002	0.6126482213438735	0.5787690570299266	0.16883116883116883	-0.5923207227555054	-0.6476566911349521	-0.6205533596837944	-0.5979672501411631	-0.6849237718802936	-0.28289102202145683	-0.2264257481648786	-0.453416149068323	-0.567476002258611	0.6668548842461886	0.012987012987012988	0.6329757199322417	0.6736307171089779	-0.313382269904009	-0.3190287972896669	-0.655561829474873	-0.603613777526821	0.6747600225861096	0.4771315640880858	-0.15527950310559005	0.5787690570299266	-0.10333145115753811	-0.0818746470920384	-0.6747600225861096	-0.7684923771880293	-0.045736871823828344	-0.053642010163749296	-0.42066629023150764	0.20383963862224733	-0.04686617730095991	-0.5923207227555054	0.6228119706380576	-0.6250705815923208	0.5561829474872954	-0.5934500282326369	-0.00846979107848673	-0.5719932241671372	0.39808018068887635	-0.5765104460756635	-0.28514963297571994	-0.10333145115753811	-0.4127611518915867	0.053642010163749296	-0.5539243365330322	0.08752117447769622	-0.7233201581027668
GntR	0.5403726708074534	-0.8701298701298701	-0.018633540372670808	-0.6070016939582157	-0.7063805759457933	0.6284584980237155	-0.6939582156973462	0.5889328063241107	-0.30886504799548276	-0.2478825522303783	0.4105025409373235	0.7210615471485037	-0.7583286278938453	0.6194240542066629	0.17447769621682666	0.2682100508187465	0.5426312817617166	0.3416149068322981	0.4500282326369283	0.35403726708074534	0.3382269904009034	-0.769621682665161	-0.21852060982495766	0.5742518351214003	1.0	-0.7673630717108978	0.6092603049124788	-0.30434782608695654	-0.23997741389045738	0.6702428006775832	-0.44438170525127046	0.0220214568040655	-0.6103896103896104	-0.43195934500282324	-0.6092603049124788	0.2365894974590627	0.47939017504234893	0.5629587803500847	0.033314511575381144	0.04799548277809147	0.6261998870694523	0.31225296442687744	-0.79785431959345	-0.6374929418407679	-0.6702428006775832	-0.7052512704686618	-0.6736307171089779	0.35177865612648224	-0.3867871259175607	-0.055900621118012424	-0.48842461885940147	0.5471485036702428	-0.2941840767927724	0.44438170525127046	0.6962168266516092	0.06945228684359118	-0.19932241671372106	-0.6341050254093732	-0.7492941840767928	0.8272162619988707	0.41727837380011296	-0.21513269339356295	0.5979672501411631	-0.35064935064935066	0.3608130999435347	-0.6792772444946358	-0.5347261434217956	0.45454545454545453	0.00846979107848673	0.03557312252964427	0.551665725578769	0.39808018068887635	-0.7571993224167137	0.6216826651609261	-0.5403726708074534	0.35968379446640314	-0.7233201581027668	0.5787690570299266	-0.6612083568605308	0.6047430830039525	-0.5832862789384529	-0.020892151326933936	0.07735742518351214	-0.49407114624505927	-0.0016939582156973462	-0.7233201581027668	0.4556747600225861	-0.7334839073969509
GulR	-0.7922077922077922	0.743647656691135	0.033314511575381144	0.6984754376058724	0.7831733483907397	-0.7210615471485037	0.7605872388481084	-0.6476566911349521	0.054771315640880856	0.33145115753811405	-0.3404856013551666	-0.8520609824957651	0.8294748729531338	-0.5607001693958216	-0.00282326369282891	-0.21287408243929984	-0.6871823828345568	-0.30773574251835123	-0.567476002258611	-0.4105025409373235	-0.6544325239977414	0.8769057029926595	-0.03896103896103896	-0.49745906267645396	-0.7673630717108978	1.0	-0.6521739130434783	0.36307171089779783	0.4658385093167702	-0.7063805759457933	0.4850367024280068	0.10107284020327499	0.6612083568605308	0.6725014116318464	0.6329757199322417	-0.541501976284585	-0.2930547713156409	-0.7278373800112931	0.08865047995482778	-0.028797289666854884	-0.753811405985319	0.08977978543195934	0.8656126482213439	0.7673630717108978	0.7504234895539243	0.8452851496329757	0.6905702992659515	-0.09542631281761717	0.5324675324675324	0.3359683794466403	0.5381140598531903	-0.7007340485601355	0.024280067758328628	-0.5742518351214003	-0.8125352907961604	0.2738565782044043	0.46809712027103334	0.7425183512140033	0.8509316770186336	-0.8193111236589498	-0.4816487859966121	0.19706380575945792	-0.48955392433653305	0.46809712027103334	-0.26595143986448333	0.7560700169395822	0.7244494635798984	-0.19028797289666854	0.06380575945793338	0.055900621118012424	-0.6860530773574252	-0.5607001693958216	0.779785431959345	-0.7075098814229249	0.4432523997741389	-0.2422360248447205	0.8441558441558441	-0.4432523997741389	0.7549407114624506	-0.37323546019198195	0.7391304347826086	0.25804630152456237	-0.20496894409937888	0.48842461885940147	0.2682100508187465	0.7843026538678712	-0.1293054771315641	0.8260869565217391
